StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent form ,pid ,age ,gender ,residence ,citizen ,marital_status ,income ,education ,race ,politic_aff ,hhsize ,life_ladder ,personal_threshold,others_average ,similar_average ,poor_focused ,confidence ,redis_tax _1,redis_tax _2,redis_tax _3,bonus _1,bonus _2,bonus _3,bonus _4,Q15,PROLIFIC_PID,Othersbelief_DO
27/7/25 23:10,27/7/25 23:13,IP Address,24.92.36.242,100,178,TRUE,27/7/25 23:13,R_3JqqIKzP5EQtfl3,,,,,42.9968,-78.1888,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5cd6c1197b871a0001b13589,64,Female,Yes,Yes,Married,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,3,9,2000,3000,3000,2000,Moderately confident,10 - Completely supportive,0 - Not at all supportive,10 - Completely supportive,2,0,0,8,Thailand,5cd6c1197b871a0001b13589,others_average |similar_average |poor_focused 
28/7/25 0:04,28/7/25 0:40,IP Address,68.132.125.226,100,2161,TRUE,28/7/25 0:40,R_6lobVFWWHVfdxE1,,,,,40.7621,-73.3313,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",62952c60095ebfbdca7ec2ac,31,Male,Yes,Yes,Cohabiting,"$8,334–$12,499/month",Other,"Hispanic/Latinx,Native American",Independent,2,8,20000,10000,10000,6000,Moderately confident,7,10 - Completely supportive,4,1,1,0,8,Thailand,62952c60095ebfbdca7ec2ac,similar_average |poor_focused |others_average 
28/7/25 0:39,28/7/25 0:41,IP Address,47.230.198.243,100,110,TRUE,28/7/25 0:41,R_7KIr1pFJC4iFhAZ,,,,,40.7149,-73.9893,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66ace12c42d9a67100360274,22,Male,Yes,Yes,Single,"$12,500/month or more",Completed undergraduate,Asian,Strong Democrat,2,6,15000,12000,15000,8000,Slightly confident,7,3,5,0,0,0,10,Thailand,66ace12c42d9a67100360274,similar_average |poor_focused |others_average 
28/7/25 0:05,28/7/25 0:41,IP Address,98.115.41.155,100,2175,TRUE,28/7/25 0:41,R_7febFSbcoBsgCEX,,,,,40.1546,-75.2216,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65fce899eed934d69c9e6166,21,Male,Yes,Yes,Single,"$7,500–$8,333/month",Some undergraduate,White/Caucasian,Lean Republican,5,6,7000,5500,6000,4000,Moderately confident,6,3,4,1,1,1,7,Thailand,65fce899eed934d69c9e6166,similar_average |poor_focused |others_average 
28/7/25 0:37,28/7/25 0:42,IP Address,159.148.131.191,100,294,TRUE,28/7/25 0:42,R_3jlJM1X7rml1qP7,,,,,41.8835,-87.6305,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67e8efb9ebc7156e3f21279c,58,Female,Yes,Yes,Divorced,"$7,500–$8,333/month",Completed undergraduate,Black/African,Lean Republican,1,8,1000,1000,1000,1000,Moderately confident,4,7,9,4,2,2,2,Thailand,67e8efb9ebc7156e3f21279c,poor_focused |others_average |similar_average 
28/7/25 0:40,28/7/25 0:43,IP Address,38.18.206.59,100,160,TRUE,28/7/25 0:43,R_7zj7rSGBoCayMpK,,,,,40.7266,-115.5859,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",672bd9e46a09df2adee5ef74,48,Female,Yes,Yes,Married,"$5,834–$6,666/month",Completed undergraduate,"White/Caucasian,Pacific Islander",Lean Republican,3,7,11000,10000,12000,8000,Slightly confident,7,7,7,2,2,2,4,Thailand,672bd9e46a09df2adee5ef74,similar_average |others_average |poor_focused 
28/7/25 0:44,28/7/25 0:44,IP Address,174.231.115.148,100,18,TRUE,28/7/25 0:44,R_7dETb2Db9CqGly9,,,,,38.482,-121.4015,anonymous,EN,I do not wish to participate in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,65ebe935466760163e014121,
28/7/25 0:37,28/7/25 0:44,IP Address,66.30.15.62,100,446,TRUE,28/7/25 0:44,R_5DYdlTECBH1Irkd,,,,,42.6481,-71.3343,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6791a8549ed23cc3997dd33a,34,Male,Yes,Yes,Cohabiting,"$5,834–$6,666/month",Completed undergraduate,Black/African,Lean Democrat,2,2,10000,7000,10000,5000,Extremely confident,6,5,7,5,2,1,2,Thailand,6791a8549ed23cc3997dd33a,others_average |poor_focused |similar_average 
28/7/25 0:40,28/7/25 0:45,IP Address,98.227.25.250,100,346,TRUE,28/7/25 0:45,R_1FKA5K2JCS1uOVc,,,,,41.7057,-88.1946,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",558d8d71fdf99b534f79b352,37,Male,Yes,Yes,Single,Prefer not to say,Completed undergraduate,"White/Caucasian,Asian",Lean Republican,3,4,15000,18000,15000,7000,Moderately confident,6,10 - Completely supportive,Don't know/prefer not to answer,3,2,2,3,Thailand,558d8d71fdf99b534f79b352,similar_average |others_average |poor_focused 
28/7/25 0:38,28/7/25 0:46,IP Address,99.36.161.209,100,447,TRUE,28/7/25 0:46,R_3PdAD6eZu04Q0At,,,,,37.8084,-122.2846,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66943e29675c6778f0a3ac7f,24,Male,Yes,Yes,Single,"$4,167–$4,999/month",High school graduate or GED equivalent,Hispanic/Latinx,Lean Democrat,3,5,8000,8750,10000,6000,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,66943e29675c6778f0a3ac7f,similar_average |poor_focused |others_average 
28/7/25 0:43,28/7/25 0:47,IP Address,173.31.141.111,100,188,TRUE,28/7/25 0:47,R_1eJjJqhBwp41WXn,,,,,30.671,-87.1737,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",678835179bafdd4657bd5873,21,Male,Yes,Yes,Single,"Less than $1,000/month",Some undergraduate,"White/Caucasian,Hispanic/Latinx",Lean Republican,4,7,2500,5000,3000,5000,Slightly confident,4,0 - Not at all supportive,5,5,1,3,1,Thailand,678835179bafdd4657bd5873,similar_average |poor_focused |others_average 
28/7/25 0:45,28/7/25 0:47,IP Address,50.122.61.203,100,146,TRUE,28/7/25 0:47,R_32g29m0T9g0rZWP,,,,,37.7202,-89.2157,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63d2d90dab88cd046129d697,24,Male,Yes,Yes,Single,"$2,500–$3,333/month",Completed undergraduate,"White/Caucasian,Black/African,Hispanic/Latinx",Lean Democrat,1,6,9899,4500,2000,3000,Moderately confident,7,5,8,2,2,2,4,Thailand,63d2d90dab88cd046129d697,similar_average |poor_focused |others_average 
28/7/25 0:43,28/7/25 0:48,IP Address,174.205.104.17,100,275,TRUE,28/7/25 0:48,R_1N9YPV3PSPJuJp2,,,,,32.0989,-110.727,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66abc1c82e0fab4f407454a8,69,Female,Yes,Yes,Married,"$2,500–$3,333/month",Completed undergraduate,Hispanic/Latinx,Lean Republican,3,4,1000,1250,1211,1000,Moderately confident,7,8,10 - Completely supportive,5,1,1,3,Thailand,66abc1c82e0fab4f407454a8,similar_average |poor_focused |others_average 
28/7/25 0:43,28/7/25 0:48,IP Address,108.144.8.31,100,293,TRUE,28/7/25 0:48,R_5NOQhSIbrMR2iSC,,,,,33.7485,-84.3871,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67322d8df2710691a669327b,24,Female,Yes,Yes,Single,"$1,667–$2,499/month",Some graduate,"White/Caucasian,Asian,Other",Independent,3,6,4000,5000,4000,3000,Slightly confident,3,0 - Not at all supportive,4,3,3,3,1,Thailand,67322d8df2710691a669327b,others_average |poor_focused |similar_average 
28/7/25 0:41,28/7/25 0:48,IP Address,72.208.181.186,100,422,TRUE,28/7/25 0:48,R_1PhjkYMUOLtJJdE,,,,,33.4793,-112.3121,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",678966322e49496a22f1eb2b,25,Male,Yes,Yes,Single,"$5,000–$5,833/month",Completed undergraduate,Asian,Independent,3,3,10000,10000,10000,2000,Slightly confident,6,5,5,2.5,2.5,2.5,2.5,Thailand,678966322e49496a22f1eb2b,poor_focused |others_average |similar_average 
28/7/25 0:44,28/7/25 0:48,IP Address,172.58.129.48,100,242,TRUE,28/7/25 0:48,R_1gHXzLadGKtVWyB,,,,,25.8119,-80.2318,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",664821456b1a84d987baed00,33,Female,Yes,Yes,Cohabiting,"$4,167–$4,999/month",Completed graduate (Master’s or PhD),"White/Caucasian,Hispanic/Latinx",Strong Democrat,2,10 - Completely satisfied,100000,5000,6000,3500,Slightly confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,3,2,2,3,Thailand,664821456b1a84d987baed00,poor_focused |similar_average |others_average 
28/7/25 0:46,28/7/25 0:49,IP Address,172.58.132.172,100,176,TRUE,28/7/25 0:49,R_3LhZCUb8OZKuwqs,,,,,25.9289,-80.1827,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5c0558b8553fb80001191980,40,Female,Yes,Yes,Single,Prefer not to say,Completed graduate (Master’s or PhD),"White/Caucasian,Asian",Independent,3,5,3200,5000,16000,5000,Slightly confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,5,0,0,5,Thailand,5c0558b8553fb80001191980,similar_average |others_average |poor_focused 
28/7/25 0:46,28/7/25 0:49,IP Address,107.77.208.78,100,185,TRUE,28/7/25 0:49,R_3zp7Nhz3iAo6Znf,,,,,41.779,-87.7789,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",62903d86dad1252ede51100f,43,Female,Yes,Yes,Single,"$6,667–$7,499/month",Some graduate,Black/African,Lean Democrat,3,5,7500,5000,6000,5000,Not at all confident,5,8,8,8,0,0,2,Thailand,62903d86dad1252ede51100f,others_average |poor_focused |similar_average 
28/7/25 0:38,28/7/25 0:49,IP Address,168.158.103.69,100,643,TRUE,28/7/25 0:49,R_123AubkBkDw85mF,,,,,33.3897,-111.8469,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67e300760872825d43bd9330,30,Male,Yes,Yes,Single,"$5,834–$6,666/month",Completed graduate (Master’s or PhD),Black/African,Independent,3,6,2000,10000,10000,5500,Slightly confident,9,10 - Completely supportive,8,3,1,1,5,Thailand,67e300760872825d43bd9330,poor_focused |similar_average |others_average 
28/7/25 0:47,28/7/25 0:50,IP Address,47.220.148.230,100,165,TRUE,28/7/25 0:50,R_7fxaktFrw0W1Lek,,,,,30.6411,-97.7511,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6105b070e8c88d85f08bbe25,24,Non-binary / third gender,Yes,Yes,Cohabiting,"$2,500–$3,333/month",Completed undergraduate,White/Caucasian,Independent,3,3,8000,12000,8000,10000,Slightly confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2,3,2,3,Thailand,6105b070e8c88d85f08bbe25,poor_focused |similar_average |others_average 
28/7/25 0:48,28/7/25 0:50,IP Address,172.59.116.11,100,169,TRUE,28/7/25 0:50,R_6zYM8BuNjbCxNEZ,,,,,36.8009,-76.4227,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",676191c90a2f4ed117de625d,42,Male,Yes,Yes,Married,"$2,500–$3,333/month",High school graduate or GED equivalent,"White/Caucasian,Other",Lean Republican,3,8,4000,5000,4600,3200,Moderately confident,10 - Completely supportive,7,8,2,1,1,6,Thailand,676191c90a2f4ed117de625d,poor_focused |others_average |similar_average 
28/7/25 0:41,28/7/25 0:52,IP Address,95.214.39.240,100,604,TRUE,28/7/25 0:52,R_1Xito9kY1efXbAl,,,,,38.0654,-117.2325,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67ba21c0b541eea63c1ec480,62,Male,Yes,Yes,Divorced,"$12,500/month or more",Completed graduate (Master’s or PhD),Black/African,Lean Republican,1,6,6000,7500,8000,5000,Moderately confident,6,7,9,1,1,3,5,Thailand,67ba21c0b541eea63c1ec480,others_average |poor_focused |similar_average 
28/7/25 0:50,28/7/25 0:53,IP Address,98.246.174.156,100,192,TRUE,28/7/25 0:53,R_5Hjde0sNDvtVlpD,,,,,45.4383,-122.6147,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6744163df2b0828add4649c7,21,Male,Yes,Yes,Single,"$3,334–$4,166/month",Some undergraduate,White/Caucasian,Independent,3,2,6000,50000,20000,10000,Moderately confident,10 - Completely supportive,3,10 - Completely supportive,0,0,0,10,Thailand,6744163df2b0828add4649c7,poor_focused |others_average |similar_average 
28/7/25 0:51,28/7/25 0:55,IP Address,69.120.250.96,100,190,TRUE,28/7/25 0:55,R_3EXrHWsHRuy8iIG,,,,,40.5911,-74.4642,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",61022a84042923c389bf1499,22,Male,Yes,Yes,Single,"$5,834–$6,666/month",Completed undergraduate,Hispanic/Latinx,Strong Democrat,4,6,2300,3000,2500,2800,Not at all confident,10 - Completely supportive,3,10 - Completely supportive,4,2,1,3,Thailand,61022a84042923c389bf1499,similar_average |others_average |poor_focused 
28/7/25 0:53,28/7/25 0:56,IP Address,152.37.139.253,100,159,TRUE,28/7/25 0:56,R_5S3S6OZfrFBlWEN,,,,,36.7407,-95.9272,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66da179c2aec0a9bb52320db,30,Male,Yes,Yes,Single,"Less than $1,000/month",Some undergraduate,Native American,Lean Republican,1,0 - Not at all satisfied,4000,15000,7500,4000,Not at all confident,5,2,3,0,0,0,10,Thailand,66da179c2aec0a9bb52320db,similar_average |others_average |poor_focused 
28/7/25 0:51,28/7/25 0:56,IP Address,172.115.213.179,100,289,TRUE,28/7/25 0:56,R_5oeHWfFfK1baTmx,,,,,34.1649,-119.172,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66914d77513c6887f66b2990,36,Male,Yes,Yes,Single,"$6,667–$7,499/month",Completed undergraduate,Hispanic/Latinx,Independent,3,6,10000,5000,10000,4000,Slightly confident,6,2,0 - Not at all supportive,0,0,0,10,Thailand,66914d77513c6887f66b2990,similar_average |poor_focused |others_average 
28/7/25 0:48,28/7/25 0:57,IP Address,113.20.52.76,100,560,TRUE,28/7/25 0:57,R_6okgr8pX6g0LqXz,,,,,39.0814,-77.6443,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67c51dcd7eb44426fc8fff36,57,Male,Yes,Yes,Married,"$3,334–$4,166/month",Completed graduate (Master’s or PhD),Black/African,Strong Republican,4,7,8500,9000,8500,4500,Moderately confident,8,9,10 - Completely supportive,3,3,2,2,Thailand,67c51dcd7eb44426fc8fff36,poor_focused |similar_average |others_average 
28/7/25 0:53,28/7/25 0:58,IP Address,71.10.54.13,100,267,TRUE,28/7/25 0:58,R_6qm4HsQD3GUoOhG,,,,,42.8193,-83.2845,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",674251c3c222e848069be21d,22,Female,Yes,Yes,Single,"$5,834–$6,666/month",Completed undergraduate,White/Caucasian,Lean Republican,3,8,4000,5000,2000,4000,Slightly confident,7,6,10 - Completely supportive,2.5,2.5,2.5,2.5,Thailand,674251c3c222e848069be21d,similar_average |poor_focused |others_average 
28/7/25 0:55,28/7/25 0:59,IP Address,71.187.148.138,100,267,TRUE,28/7/25 0:59,R_7SKqgo9btw2SBnX,,,,,40.2993,-73.9891,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6639047d6cee07457d9c13dc,67,Female,No,No,Married,"$8,334–$12,499/month",Completed graduate (Master’s or PhD),Black/African,Lean Democrat,3,8,20000,15000,20000,15000,Moderately confident,10 - Completely supportive,8,10 - Completely supportive,8,2,0,0,Thailand,6639047d6cee07457d9c13dc,others_average |poor_focused |similar_average 
28/7/25 0:54,28/7/25 1:00,IP Address,72.192.18.19,100,313,TRUE,28/7/25 1:00,R_5ylq0XOMYLOpq0G,,,,,41.7958,-72.5241,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6155dbf32ea3ee65aaf0ce9b,23,Male,Yes,Yes,Single,"$5,834–$6,666/month",Some graduate,White/Caucasian,Lean Democrat,4,4,9000,8600,8000,5000,Moderately confident,10 - Completely supportive,5,4,5,2,2,1,Thailand,6155dbf32ea3ee65aaf0ce9b,others_average |similar_average |poor_focused 
28/7/25 0:51,28/7/25 1:00,IP Address,73.43.102.13,100,542,TRUE,28/7/25 1:00,R_3u5uoTOFjfuEtWh,,,,,33.8656,-84.0725,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",677b4cecf37d172deb6445bd,31,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed graduate (Master’s or PhD),Asian,Lean Republican,4,8,15000,10000,15000,5000,Very confident,10 - Completely supportive,0 - Not at all supportive,Don't know/prefer not to answer,5,2,3,0,Thailand,677b4cecf37d172deb6445bd,others_average |similar_average |poor_focused 
28/7/25 0:57,28/7/25 1:00,IP Address,67.173.129.86,100,223,TRUE,28/7/25 1:00,R_5PaZ3Iz5GZLR0xq,,,,,41.9703,-87.664,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",664f79a6d6aacabfa29530d0,30,Male,Yes,Yes,Single,"$2,500–$3,333/month",Completed undergraduate,Black/African,Lean Democrat,1,4,4500,5000,5000,3000,Not at all confident,8,6,9,3,1,1,5,Thailand,664f79a6d6aacabfa29530d0,others_average |similar_average |poor_focused 
28/7/25 0:32,28/7/25 1:00,IP Address,12.75.114.94,100,1727,TRUE,28/7/25 1:00,R_1blEfPmid0TrCO5,,,,,30.0249,-90.2526,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6119f2f6a0b020eb3941b3e1,25,Female,Yes,Yes,Single,"Less than $1,000/month",Some undergraduate,White/Caucasian,Independent,3,1,5000,14000,8000,4500,Slightly confident,10 - Completely supportive,8,10 - Completely supportive,1,1,0,8,Thailand,6119f2f6a0b020eb3941b3e1,poor_focused |others_average |similar_average 
28/7/25 0:57,28/7/25 1:01,IP Address,66.191.41.70,100,271,TRUE,28/7/25 1:01,R_10FZ6S7RqqCpbJD,,,,,46.2109,-119.168,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",673cfef674ce23c7a0f5485d,40,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed graduate (Master’s or PhD),Asian,Independent,4,7,5000,3000,4000,3000,Moderately confident,8,3,8,0,2,0,8,Thailand,673cfef674ce23c7a0f5485d,others_average |poor_focused |similar_average 
28/7/25 0:55,28/7/25 1:01,IP Address,71.204.2.253,100,381,TRUE,28/7/25 1:01,R_5qYdePCFAL7jHuF,,,,,33.7173,-84.4783,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67e2f87c6e3741dd0aeb1cb1,69,Female,Yes,Yes,Single,"$1,667–$2,499/month",Some undergraduate,Black/African,Strong Republican,1,8,2500,5000,2500,5000,Slightly confident,2,1,1,8,0,0,2,Thailand,67e2f87c6e3741dd0aeb1cb1,others_average |similar_average |poor_focused 
28/7/25 0:58,28/7/25 1:02,IP Address,47.162.137.183,100,197,TRUE,28/7/25 1:02,R_1rTzP52pFIrQ29b,,,,,26.165,-97.9892,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",673283141ee7ec9141e8bcf4,30,Male,Yes,Yes,Single,"$2,500–$3,333/month",Some undergraduate,"White/Caucasian,Hispanic/Latinx",Independent,4,6,1500,1000,3000,1000,Slightly confident,7,10 - Completely supportive,10 - Completely supportive,3,0,3,4,Thailand,673283141ee7ec9141e8bcf4,similar_average |others_average |poor_focused 
28/7/25 0:58,28/7/25 1:02,IP Address,142.105.160.3,100,246,TRUE,28/7/25 1:02,R_1e4stnuzr3XgQ4W,,,,,43.0449,-78.8762,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66a4f9fde28fc27a175ea574,34,Female,Yes,Yes,Single,"$1,000–$1,666/month",High school graduate or GED equivalent,"White/Caucasian,Black/African,Native American",Independent,3,3,60000,4000,60000,5000,Moderately confident,10 - Completely supportive,0 - Not at all supportive,10 - Completely supportive,4,2,2,2,Thailand,66a4f9fde28fc27a175ea574,poor_focused |others_average |similar_average 
28/7/25 1:00,28/7/25 1:04,IP Address,96.28.213.219,100,235,TRUE,28/7/25 1:04,R_7V9bTbeO0ZXIsqB,,,,,37.1027,-84.5432,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6769c1f886a1593880b6bc97,26,Female,Yes,Yes,Single,"$3,334–$4,166/month",Completed undergraduate,"White/Caucasian,Black/African",Lean Democrat,1,8,4000,6000,5000,4000,Moderately confident,10 - Completely supportive,0 - Not at all supportive,6,7,3,0,0,Thailand,6769c1f886a1593880b6bc97,similar_average |others_average |poor_focused 
28/7/25 1:02,28/7/25 1:07,IP Address,168.235.145.32,100,304,TRUE,28/7/25 1:07,R_7UsSiP6Rm8S2Vm9,,,,,33.9558,-118.3893,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6824de5d2062f6727f41d51d,22,Male,Yes,Yes,Single,"$12,500/month or more",High school graduate or GED equivalent,White/Caucasian,Lean Republican,5,6,20000,10000,15000,3000,Moderately confident,10 - Completely supportive,7,10 - Completely supportive,3,2,2,3,Thailand,6824de5d2062f6727f41d51d,similar_average |poor_focused |others_average 
28/7/25 1:06,28/7/25 1:09,IP Address,73.16.115.61,100,172,TRUE,28/7/25 1:09,R_7ZK6GqoWAjLkINj,,,,,43.1888,-70.8868,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65c0ed76e2e195876cfd9b74,56,Male,Yes,Yes,Single,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Strong Republican,1,8,4000,5000,5000,4000,Moderately confident,8,0 - Not at all supportive,2,0,0,0,10,Thailand,65c0ed76e2e195876cfd9b74,poor_focused |others_average |similar_average 
28/7/25 1:05,28/7/25 1:12,IP Address,168.158.126.65,100,396,TRUE,28/7/25 1:12,R_7Y39tqnc6dLfuPi,,,,,33.3897,-111.8469,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67d0cc828bfd59e16a23360d,65,Female,Yes,Yes,Married,"$7,500–$8,333/month",Completed undergraduate,Black/African,Lean Republican,6,7,15000,6500,10000,5000,Moderately confident,6,6,8,3,2,2,3,Thailand,67d0cc828bfd59e16a23360d,similar_average |others_average |poor_focused 
28/7/25 1:10,28/7/25 1:13,IP Address,172.59.24.238,100,158,TRUE,28/7/25 1:13,R_139K9yTIxslto6v,,,,,41.4453,-81.6991,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",671d0a511d7089c757cf2dcd,52,Female,Yes,Yes,Single,"$3,334–$4,166/month",Some undergraduate,Hispanic/Latinx,Strong Republican,2,9,4000,8000,10000,2000,Very confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,1,0,0,9,Thailand,671d0a511d7089c757cf2dcd,others_average |similar_average |poor_focused 
28/7/25 1:03,28/7/25 1:13,IP Address,70.190.255.211,100,587,TRUE,28/7/25 1:13,R_1Q8KQizsQ44BwPv,,,,,32.1943,-110.9767,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6141563b3e1d6856256a5e40,23,Male,Yes,Yes,Single,"$3,334–$4,166/month",High school graduate or GED equivalent,"Black/African,Hispanic/Latinx",Lean Democrat,2,10 - Completely satisfied,5000,5000,5000,4500,Extremely confident,10 - Completely supportive,6,10 - Completely supportive,10,0,0,0,Thailand,6141563b3e1d6856256a5e40,others_average |poor_focused |similar_average 
28/7/25 1:12,28/7/25 1:14,IP Address,24.24.162.155,100,103,TRUE,28/7/25 1:14,R_5LMhVZA1c5US6Z3,,,,,34.023,-118.4961,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66045b87ffe71e6e521f357d,52,Male,Yes,Yes,Married,"$5,834–$6,666/month",Completed graduate (Master’s or PhD),"White/Caucasian,Asian",Independent,3,9,8000,7000,8000,4000,Very confident,1,6,6,0,0,0,10,Thailand,66045b87ffe71e6e521f357d,poor_focused |similar_average |others_average 
