StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RelevantIDDuplicate,Q_DuplicateRespondent,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent form ,pid ,age ,gender ,residence ,citizen ,marital_status ,income ,education ,race ,politic_aff ,hhsize ,life_ladder_pre ,personal_threshold,others_average ,similar_average ,poor_focused ,confidence ,life_ladder_post ,redis_tax _1,redis_tax _2,redis_tax _3,bonus _1,bonus _2,bonus _3,bonus _4,Q15,PROLIFIC_PID,actual_average,actual_poor,treatment,Othersbelief_DO
30/7/25 0:13,30/7/25 0:21,IP Address,107.221.72.114,100,430,TRUE,30/7/25 0:21,R_12WcumJy1s1hhFn,,,,,33.9339,-117.8854,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",667f8a768415858efef4a729,49,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,Asian,Strong Democrat,3,4,13500,18000,17000,10000,Moderately confident,4,10 - Completely supportive,3,7,4,5,0,1,Thailand,667f8a768415858efef4a729,13592.22,8832.47,Normcorrection-control_a,poor_focused |others_average |similar_average 
30/7/25 5:54,30/7/25 6:00,IP Address,104.33.0.129,100,366,TRUE,30/7/25 6:00,R_5dY5EV18y9yfRmA,,,,,33.8351,-117.8652,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65779c4bde34621ce896b77d,36,Male,Yes,Yes,Single,"$4,167–$4,999/month",High school graduate or GED equivalent,Hispanic/Latinx,No political affiliation,2,5,8000,8000,10000,5000,Slightly confident,5,7,8,7,2,2,4,2,Thailand,65779c4bde34621ce896b77d,13592.22,8832.47,Normcorrection-control_a,similar_average |poor_focused |others_average 
30/7/25 6:00,30/7/25 6:06,IP Address,98.185.169.227,100,331,TRUE,30/7/25 6:06,R_5y9kIJROK2HbvqN,,,,,32.8438,-83.6266,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5de301515253b03390043d12,61,Male,Yes,Yes,Divorced,"$4,167–$4,999/month",Some undergraduate,Black/African,Lean Republican,2,5,25000,10000,15000,10000,Slightly confident,5,7,0 - Not at all supportive,4,3,0,0,7,Thailand,5de301515253b03390043d12,13592.22,8832.47,Normcorrection-lowincome,poor_focused |similar_average |others_average 
30/7/25 6:08,30/7/25 6:16,IP Address,76.93.224.148,100,427,TRUE,30/7/25 6:16,R_6LnuB9KL8y0OYy5,,,,,33.9339,-117.8854,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5d4b6bfb0cf3e60001d88c23,24,Female,Yes,Yes,Single,"$5,834–$6,666/month",Completed undergraduate,Asian,Lean Democrat,4,5,15000,7000,7000,5000,Not at all confident,5,9,7,7,0,0,0,10,Thailand,5d4b6bfb0cf3e60001d88c23,13592.22,8832.47,Normcorrection-lowincome,poor_focused |others_average |similar_average 
30/7/25 6:13,30/7/25 6:19,IP Address,47.38.185.162,100,337,TRUE,30/7/25 6:19,R_78zVA8kL3wLRqcy,,,,,32.6951,-97.269,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66c6b37d82e002e73e1fbd2d,61,Female,Yes,Yes,Divorced,"$5,834–$6,666/month",Completed undergraduate,Black/African,Lean Republican,1,8,8000,8000,10000,5000,Very confident,8,6,8,Don't know/prefer not to answer,10,0,0,0,Thailand,66c6b37d82e002e73e1fbd2d,13592.22,8832.47,Normcorrection-control_a,poor_focused |others_average |similar_average 
30/7/25 6:26,30/7/25 6:28,IP Address,68.175.65.12,100,142,TRUE,30/7/25 6:28,R_5FPejaBn1WgIbOT,,,,,40.7365,-74.0055,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6543b0b5203e223a1e94f00b,28,Male,No,Yes,Single,"$12,500/month or more",Completed undergraduate,White/Caucasian,Strong Republican,1,8,22000,8600,20000,7000,Moderately confident,9,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,6543b0b5203e223a1e94f00b,13592.22,8832.47,Normcorrection-average,others_average |similar_average |poor_focused 
30/7/25 6:32,30/7/25 6:37,IP Address,140.186.39.174,100,320,TRUE,30/7/25 6:37,R_11GwOUBL7WJr4FR,,,,,45.0546,-93.2566,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",678bc01b25be830663be0155,49,Male,Yes,Yes,Divorced,"$2,500–$3,333/month",High school graduate or GED equivalent,Native American,Independent,1,2,5000,8000,5000,6000,Moderately confident,3,9,0 - Not at all supportive,7,10,0,0,0,Thailand,678bc01b25be830663be0155,13592.22,8832.47,Normcorrection-control_p,poor_focused |similar_average |others_average 
30/7/25 6:48,30/7/25 6:53,IP Address,64.98.93.192,100,300,TRUE,30/7/25 6:53,R_649dS1MFh9xvmuZ,,,,,35.9825,-78.5376,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66e8af8ce78d970407279075,23,Male,Yes,Yes,Single,"$7,500–$8,333/month",Completed undergraduate,White/Caucasian,Independent,3,5,25000,8000,10000,5000,Slightly confident,5,8,5,10 - Completely supportive,5,0,0,5,Thailand,66e8af8ce78d970407279075,13592.22,8832.47,Normcorrection-control_p,others_average |poor_focused |similar_average 
30/7/25 6:49,30/7/25 6:53,IP Address,67.9.39.208,100,253,TRUE,30/7/25 6:53,R_1CAgElgIfRO4DZf,,,,,28.6623,-81.4136,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",678836d5d46e9d4aa9971dea,58,Female,Yes,Yes,Single,"$5,000–$5,833/month",Completed undergraduate,Asian,Strong Republican,1,3,7500,5000,6000,6000,Slightly confident,3,4,0 - Not at all supportive,3,5,0,0,5,Thailand,678836d5d46e9d4aa9971dea,13592.22,8832.47,Normcorrection-control_a,similar_average |others_average |poor_focused 
30/7/25 6:58,30/7/25 7:06,IP Address,172.56.24.69,100,448,TRUE,30/7/25 7:06,R_5C203KM6cLpKi8p,,,,,29.7133,-95.4804,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6646081c27e58027db72b129,23,Male,Yes,Yes,Single,"$5,000–$5,833/month",High school graduate or GED equivalent,"White/Caucasian,Hispanic/Latinx",Independent,5,0 - Not at all satisfied,7500,12000,7500,5000,Slightly confident,1,10 - Completely supportive,Don't know/prefer not to answer,10 - Completely supportive,3,3,3,1,Thailand,6646081c27e58027db72b129,13592.22,8832.47,Normcorrection-lowincome,poor_focused |similar_average |others_average 
30/7/25 7:03,30/7/25 7:06,IP Address,167.248.0.229,100,190,TRUE,30/7/25 7:06,R_6eOROVR76K6dbGv,,,,,40.7869,-96.6962,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",678ef1767ecff5a1307d911b,23,Male,Yes,Yes,Single,"Less than $1,000/month",Some undergraduate,White/Caucasian,Strong Democrat,3,4,5000,8000,6000,4500,Slightly confident,4,7,10 - Completely supportive,10 - Completely supportive,5,4,1,0,Thailand,678ef1767ecff5a1307d911b,13592.22,8832.47,Normcorrection-average,similar_average |poor_focused |others_average 
30/7/25 7:17,30/7/25 7:28,IP Address,172.56.120.46,100,630,TRUE,30/7/25 7:28,R_10xvRBBqBnZNoT3,,,,,34.2005,-118.4025,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66175a5c3da12e0d2c27c97f,56,Male,Yes,Yes,Separated,"$1,667–$2,499/month",High school graduate or GED equivalent,Hispanic/Latinx,Lean Democrat,1,7,2500,3000,2500,2000,Slightly confident,7,7,8,10 - Completely supportive,4,2,2,2,Thailand,66175a5c3da12e0d2c27c97f,13592.22,8832.47,Normcorrection-control_p,similar_average |others_average |poor_focused 
30/7/25 7:54,30/7/25 7:59,IP Address,172.10.167.53,100,337,TRUE,30/7/25 7:59,R_1C0VFekSn7OPqtr,,,,,38.1025,-122.2132,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5a1d99ee728b1b0001adb0b3,37,Female,Yes,Yes,Married,"$4,167–$4,999/month",Some undergraduate,Hispanic/Latinx,Independent,2,7,5500,5000,6000,5000,Slightly confident,8,10 - Completely supportive,7,10 - Completely supportive,5,0,0,5,Thailand,5a1d99ee728b1b0001adb0b3,13592.22,8832.47,Normcorrection-average,poor_focused |similar_average |others_average 
30/7/25 8:04,30/7/25 8:05,IP Address,69.114.158.34,100,101,TRUE,30/7/25 8:05,R_5dHbafeaLF7bIVT,,,,,40.7251,-73.2454,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",660b42d7411787277cf4a709,22,Male,Yes,Yes,Single,Prefer not to say,Completed undergraduate,White/Caucasian,Strong Republican,3,8,10000,5000,7000,3000,Very confident,8,9,1,5,0,0,0,10,Thailand,660b42d7411787277cf4a709,13592.22,8832.47,Normcorrection-lowincome,poor_focused |others_average |similar_average 
30/7/25 8:17,30/7/25 8:23,IP Address,75.135.135.229,100,381,TRUE,30/7/25 8:23,R_3scQO07vs5doIF3,,,,,44.3014,-84.6615,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65e84adb6f06957a658f1f25,23,Male,Yes,Yes,Single,"$1,000–$1,666/month",High school graduate or GED equivalent,"White/Caucasian,Native American",Independent,4,7,1400,5000,4000,3500,Slightly confident,7,7,3,6,5,2,1,2,Thailand,65e84adb6f06957a658f1f25,13592.22,8832.47,Normcorrection-control_a,others_average |poor_focused |similar_average 
30/7/25 10:12,30/7/25 10:15,IP Address,70.179.249.112,100,156,TRUE,30/7/25 10:15,R_1FlG2Nl6DTgzig1,,,,,37.6901,-97.3404,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63f78bbc455f0d82027e1844,22,Male,Yes,Yes,Cohabiting,"$2,500–$3,333/month",Completed undergraduate,"Hispanic/Latinx,Native American",Independent,2,3,4000,10000,5000,5000,Slightly confident,3,10 - Completely supportive,7,10 - Completely supportive,0,0,0,10,Thailand,63f78bbc455f0d82027e1844,13592.22,8832.47,Normcorrection-lowincome,similar_average |poor_focused |others_average 
30/7/25 10:12,30/7/25 10:16,IP Address,73.242.138.159,100,252,TRUE,30/7/25 10:16,R_6DZlpujpWgPpVlI,,,,,35.6219,-105.8688,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63915e2f380a036b2edf35c9,65,Female,Yes,Yes,Cohabiting,"$5,834–$6,666/month",Completed graduate (Master’s or PhD),White/Caucasian,Strong Democrat,2,8,15000,15000,15000,10000,Very confident,8,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,5,5,0,0,Thailand,63915e2f380a036b2edf35c9,13592.22,8832.47,Normcorrection-average,similar_average |others_average |poor_focused 
30/7/25 10:31,30/7/25 10:38,IP Address,50.159.160.138,100,449,TRUE,30/7/25 10:38,R_5TTNvbXN406ZeP4,,,,,36.2709,-115.28,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6621850f0e93fa83bee48bb4,56,Female,Yes,Yes,Single,"$2,500–$3,333/month",Other,Prefer not to answer,Independent,1,5,100000,6000,6000,5000,Moderately confident,6,10 - Completely supportive,0 - Not at all supportive,10 - Completely supportive,3,1,5,1,Thailand,6621850f0e93fa83bee48bb4,13592.22,8832.47,Normcorrection-control_a,poor_focused |similar_average |others_average 
30/7/25 11:36,30/7/25 11:43,IP Address,161.77.37.61,100,429,TRUE,30/7/25 11:43,R_6hf4tsElDJQ9HdD,,,,,42.0986,-72.5931,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67682f6c22691dbfb82ae15d,68,Male,Yes,Yes,Married,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Strong Republican,6,10 - Completely satisfied,2000,2500,1500,1000,Very confident,10 - Completely satisfied,10 - Completely supportive,6,4,3,2,3,2,Thailand,67682f6c22691dbfb82ae15d,13592.22,8832.47,Normcorrection-control_p,similar_average |poor_focused |others_average 
30/7/25 12:07,30/7/25 12:11,IP Address,74.132.44.203,100,208,TRUE,30/7/25 12:11,R_6mrWuAeU4gGuSER,,,,,39.4347,-84.6208,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",56e6a66af6ed900006a5867c,45,Male,Yes,Yes,Prefer not to say,"$3,334–$4,166/month",High school graduate or GED equivalent,White/Caucasian,Independent,2,1,6000,8000,5300,4000,Slightly confident,1,9,4,6,0,0,0,10,Thailand,56e6a66af6ed900006a5867c,13592.22,8832.47,Normcorrection-control_a,similar_average |others_average |poor_focused 
30/7/25 12:07,30/7/25 12:11,IP Address,104.186.97.62,100,223,TRUE,30/7/25 12:11,R_6juZA41atToPsvi,,,,,38.0551,-97.9323,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",638476f72ab8021be345e3ac,70,Female,Yes,Yes,Divorced,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Strong Democrat,1,7,3500,3800,4000,3500,Slightly confident,7,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,5,0,0,5,Thailand,638476f72ab8021be345e3ac,13592.22,8832.47,Normcorrection-lowincome,poor_focused |similar_average |others_average 
30/7/25 12:07,30/7/25 12:11,IP Address,73.52.52.90,100,251,TRUE,30/7/25 12:11,R_1okg9QTMnTZRAPN,,,,,40.3473,-75.9305,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66f6e3a582de0614bd19b481,30,Female,Yes,Yes,Cohabiting,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,5,5,5000,5000,5000,5000,Slightly confident,5,5,10 - Completely supportive,10 - Completely supportive,5,2,3,0,Thailand,66f6e3a582de0614bd19b481,13592.22,8832.47,Normcorrection-average,similar_average |others_average |poor_focused 
30/7/25 12:07,30/7/25 12:11,IP Address,72.213.22.114,100,255,TRUE,30/7/25 12:11,R_6BOV7E2VAs63dS1,,,,,41.1683,-96.2096,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",670032c698d32e9dba5e5fc0,35,Male,Yes,Yes,Married,"$8,334–$12,499/month",Some graduate,White/Caucasian,Independent,4,4,15000,9000,15000,5000,Slightly confident,6,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2,2,2,4,Thailand,670032c698d32e9dba5e5fc0,13592.22,8832.47,Normcorrection-control_p,others_average |poor_focused |similar_average 
30/7/25 12:08,30/7/25 12:12,IP Address,208.83.175.70,100,267,TRUE,30/7/25 12:12,R_7hT2cmie3CBrx3q,,,,,42.3334,-74.8077,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",646e4572cbed17f6bbacec12,40,Male,Yes,Yes,Single,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Strong Democrat,2,6,10000,8000,6000,5000,Not at all confident,6,10 - Completely supportive,7,10 - Completely supportive,5,2,2,1,Thailand,646e4572cbed17f6bbacec12,13592.22,8832.47,Normcorrection-control_a,others_average |poor_focused |similar_average 
30/7/25 12:09,30/7/25 12:12,IP Address,75.187.32.181,100,197,TRUE,30/7/25 12:12,R_3JqkFXo0alaRRUN,,,,,41.3137,-81.7246,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66926bdaacd865fc152ef5ff,51,Female,Yes,Yes,Married,"$6,667–$7,499/month",Completed undergraduate,White/Caucasian,Lean Republican,5,5,12000,10000,12000,5000,Not at all confident,5,10 - Completely supportive,0 - Not at all supportive,2,0,0,0,10,Thailand,66926bdaacd865fc152ef5ff,13592.22,8832.47,Normcorrection-lowincome,poor_focused |others_average |similar_average 
30/7/25 12:09,30/7/25 12:13,IP Address,73.225.160.21,100,262,TRUE,30/7/25 12:13,R_3flY3M0gRldyvnN,,,,,47.6657,-117.2251,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6612c6bf60252716c439e878,55,Female,Yes,Yes,Single,"$4,167–$4,999/month",Some graduate,White/Caucasian,Strong Democrat,1,8,5000,6250,6250,4000,Not at all confident,8,10 - Completely supportive,5,8,5,0,0,5,Thailand,6612c6bf60252716c439e878,13592.22,8832.47,Normcorrection-control_p,similar_average |others_average |poor_focused 
30/7/25 12:10,30/7/25 12:13,IP Address,107.191.167.15,100,220,TRUE,30/7/25 12:13,R_7ELU4SRC8U7Y4Cl,,,,,48.3789,-115.5415,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66e7549ffa6e7b90fd01ce13,34,Female,Yes,Yes,Married,"$1,667–$2,499/month",Some undergraduate,White/Caucasian,Independent,7,6,4000,6000,5000,4000,Moderately confident,4,7,0 - Not at all supportive,9,2,0,0,8,Thailand,66e7549ffa6e7b90fd01ce13,13592.22,8832.47,Normcorrection-average,similar_average |others_average |poor_focused 
30/7/25 12:11,30/7/25 12:14,IP Address,67.168.156.123,100,218,TRUE,30/7/25 12:14,R_5zbUEnXAhEJdIxX,,,,,47.9005,-122.2472,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",56b72c28f2fc70000c32fb37,31,Female,Yes,Yes,Single,"$1,000–$1,666/month",Completed undergraduate,White/Caucasian,Independent,1,2,4000,5000,5000,4500,Slightly confident,2,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2.5,2.5,0,5,Thailand,56b72c28f2fc70000c32fb37,13592.22,8832.47,Normcorrection-control_p,others_average |poor_focused |similar_average 
30/7/25 12:12,30/7/25 12:15,IP Address,69.73.94.191,100,184,TRUE,30/7/25 12:15,R_78AFvbqVqQ0cOGf,,,,,27.8154,-82.6815,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66518c9cfdc2b08a3e0e8e9e,24,Female,Yes,Yes,Cohabiting,"$2,500–$3,333/month",High school graduate or GED equivalent,"White/Caucasian,Other",Strong Democrat,2,3,6000,10000,6000,6000,Slightly confident,3,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,10,0,0,0,Thailand,66518c9cfdc2b08a3e0e8e9e,13592.22,8832.47,Normcorrection-control_p,others_average |poor_focused |similar_average 
30/7/25 12:10,30/7/25 12:16,IP Address,104.180.27.105,100,367,TRUE,30/7/25 12:16,R_7V0c5Ing3ZoD50l,,,,,30.3958,-81.6893,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67acb35231d46c65904be90e,34,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Strong Republican,4,8,16500,15000,20000,7000,Moderately confident,8,2,0 - Not at all supportive,3,5,5,0,0,Thailand,67acb35231d46c65904be90e,13592.22,8832.47,Normcorrection-lowincome,poor_focused |others_average |similar_average 
30/7/25 12:11,30/7/25 12:16,IP Address,38.147.230.95,100,305,TRUE,30/7/25 12:16,R_5ITxJLTPOzdLAZf,,,,,40.3658,-105.5142,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",60bbba1662529ae59d1c55cf,32,Female,Yes,Yes,Single,"$4,167–$4,999/month",Completed undergraduate,White/Caucasian,Independent,1,6,100000,12500,7900,5000,Slightly confident,6,9,4,7,5,0,0,5,Thailand,60bbba1662529ae59d1c55cf,13592.22,8832.47,Normcorrection-control_a,others_average |similar_average |poor_focused 
30/7/25 12:09,30/7/25 12:16,IP Address,149.126.88.148,100,430,TRUE,30/7/25 12:16,R_5MSSTYJlTHv28Ja,,,,,34.9458,-81.9334,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",678c89e7d72ecd785f475dfd,43,Male,Yes,Yes,Married,"$3,334–$4,166/month",High school graduate or GED equivalent,Black/African,Strong Republican,5,8,10000,8000,10000,5000,Very confident,8,9,10 - Completely supportive,10 - Completely supportive,2,2,1,5,Thailand,678c89e7d72ecd785f475dfd,13592.22,8832.47,Normcorrection-control_a,poor_focused |others_average |similar_average 
30/7/25 12:09,30/7/25 12:16,IP Address,66.212.216.54,100,449,TRUE,30/7/25 12:16,R_3qcKMWpHM9rg18d,,,,,41.6062,-71.9795,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",673feeafa80a279f5cc63e33,62,Female,Yes,Yes,Married,"$5,000–$5,833/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,2,9,8000,10000,8000,5000,Not at all confident,9,9,1,1,0,0,0,10,Thailand,673feeafa80a279f5cc63e33,13592.22,8832.47,Normcorrection-average,poor_focused |others_average |similar_average 
30/7/25 12:13,30/7/25 12:17,IP Address,206.85.215.90,100,229,TRUE,30/7/25 12:17,R_58xvLEUIfBPKJwZ,,,,,35.894,-80.5614,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66f934cc14ae5ebdcd94b1d8,37,Female,Yes,Yes,Cohabiting,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,2,7,3000,2750,3000,2500,Slightly confident,6,5,7,7,2,2,2,4,Thailand,66f934cc14ae5ebdcd94b1d8,13592.22,8832.47,Normcorrection-control_p,similar_average |poor_focused |others_average 
30/7/25 12:13,30/7/25 12:17,IP Address,72.201.239.58,100,273,TRUE,30/7/25 12:17,R_3p69JW8ESSIMrtv,,,,,33.4342,-111.8454,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",677843bffe966e4dc7f484b3,39,Male,Yes,Yes,Single,"$5,834–$6,666/month",Completed undergraduate,White/Caucasian,Independent,1,6,100000,6000,7000,3500,Slightly confident,6,2,5,6,2,4,3,1,Thailand,677843bffe966e4dc7f484b3,13592.22,8832.47,Normcorrection-average,similar_average |others_average |poor_focused 
30/7/25 12:14,30/7/25 12:18,IP Address,97.85.132.46,100,233,TRUE,30/7/25 12:18,R_593P7cGaI3H8yd2,,,,,38.7943,-90.2817,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e2bc60977d2c7208b30a554,40,Male,Yes,Yes,Single,"$5,834–$6,666/month",High school graduate or GED equivalent,White/Caucasian,Independent,3,8,6600,5000,5000,3000,Slightly confident,8,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,5e2bc60977d2c7208b30a554,13592.22,8832.47,Normcorrection-control_a,similar_average |others_average |poor_focused 
30/7/25 12:15,30/7/25 12:19,IP Address,67.140.238.134,100,238,TRUE,30/7/25 12:19,R_7CqYvrts8PXxdgh,,,,,30.1784,-83.0309,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",657f5cb338e31904b66cd970,47,Female,Yes,Yes,Married,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,2,2,4000,4000,4000,2000,Not at all confident,2,9,10 - Completely supportive,10 - Completely supportive,5,0,0,5,Thailand,657f5cb338e31904b66cd970,13592.22,8832.47,Normcorrection-lowincome,others_average |similar_average |poor_focused 
30/7/25 12:15,30/7/25 12:20,IP Address,88.209.229.56,100,277,TRUE,30/7/25 12:20,R_3PzG35XHUgQktcl,,,,,47.4891,-92.8838,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6841d7355bb81679ac0e04df,36,Female,Yes,Yes,Married,"$12,500/month or more",Completed graduate (Master’s or PhD),White/Caucasian,Strong Republican,5,7,50000,20000,30000,10000,Slightly confident,8,10 - Completely supportive,0 - Not at all supportive,7,5,0,0,5,Thailand,6841d7355bb81679ac0e04df,13592.22,8832.47,Normcorrection-lowincome,others_average |similar_average |poor_focused 
30/7/25 12:17,30/7/25 12:21,IP Address,172.14.118.218,100,243,TRUE,30/7/25 12:21,R_1GvulOJM1M8WBCN,,,,,34.1607,-118.2264,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",616c056b42e788ef31efc4b0,40,Female,Yes,Yes,Single,"$4,167–$4,999/month",Completed undergraduate,Asian,Lean Democrat,1,6,10000,7000,13000,5000,Not at all confident,6,10 - Completely supportive,9,10 - Completely supportive,2,2,1,5,Thailand,616c056b42e788ef31efc4b0,13592.22,8832.47,Normcorrection-control_a,poor_focused |others_average |similar_average 
30/7/25 12:13,30/7/25 12:21,IP Address,68.227.193.120,100,457,TRUE,30/7/25 12:21,R_1BbY0j8w7qM3XG6,,,,,41.886,-71.3457,anonymous,EN,,,,,,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",631c8e97db06f601f81bd82f,28,Male,Yes,Yes,Married,"$6,667–$7,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Strong Republican,4,7,6000,6500,6000,4200,Very confident,8,9,10 - Completely supportive,8,2,2,2,4,Thailand,631c8e97db06f601f81bd82f,13592.22,8832.47,Normcorrection-lowincome,poor_focused |similar_average |others_average 
